time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
1.315,-0.42,-0.31,0.87,-0.07,0.86,-0.53,0.59,0.10,0.03,933.56
1.316,-0.42,-0.31,0.87,-0.42,0.58,-0.11,0.59,0.10,0.03,933.56
1.368,-0.42,-0.31,0.87,-0.42,0.58,-0.11,0.59,0.10,0.03,933.56
1.373,-0.42,-0.31,0.87,-0.42,0.58,-0.11,0.62,0.19,-0.20,933.56
1.378,-0.38,-0.24,0.93,-0.42,0.58,-0.11,0.62,0.19,-0.20,933.56
1.379,-0.38,-0.24,0.93,-0.83,0.18,-0.62,0.62,0.19,-0.20,933.56
1.435,-0.38,-0.24,0.93,-0.83,0.18,-0.62,0.62,0.19,-0.20,933.57
1.437,-0.38,-0.24,0.93,-0.83,0.18,-0.62,0.68,0.44,-0.39,933.57
1.443,-0.46,-0.22,0.96,-0.83,0.18,-0.62,0.68,0.44,-0.39,933.57
1.443,-0.46,-0.22,0.96,-0.21,0.22,-0.96,0.68,0.44,-0.39,933.57
1.5,-0.46,-0.22,0.96,-0.21,0.22,-0.96,0.90,0.50,-0.42,933.57
1.501,-0.46,-0.22,0.96,-0.21,0.22,-0.96,0.90,0.50,-0.42,933.57
1.505,-0.51,-0.10,0.95,-0.21,0.22,-0.96,0.90,0.50,-0.42,933.57
1.505,-0.51,-0.10,0.95,0.06,-0.63,-0.95,0.90,0.50,-0.42,933.57
1.564,-0.51,-0.10,0.95,0.06,-0.63,-0.95,1.11,0.53,-0.32,933.57
1.568,-0.51,-0.10,0.95,0.06,-0.63,-0.95,1.11,0.53,-0.32,933.55
1.568,-0.60,0.01,0.92,0.06,-0.63,-0.95,1.11,0.53,-0.32,933.55
1.569,-0.60,0.01,0.92,0.65,-1.18,-0.72,1.11,0.53,-0.32,933.55
1.627,-0.60,0.01,0.92,0.65,-1.18,-0.72,1.31,0.15,0.18,933.55
1.632,-0.67,-0.07,0.81,0.65,-1.18,-0.72,1.31,0.15,0.18,933.55
1.632,-0.67,-0.07,0.81,1.27,0.31,0.38,1.31,0.15,0.18,933.55
1.635,-0.67,-0.07,0.81,1.27,0.31,0.38,1.31,0.15,0.18,933.55
1.69,-0.67,-0.07,0.81,1.27,0.31,0.38,1.46,0.02,0.55,933.55
1.695,-0.53,0.03,0.87,1.27,0.31,0.38,1.46,0.02,0.55,933.55
1.696,-0.53,0.03,0.87,-0.15,0.34,-0.24,1.46,0.02,0.55,933.55
1.701,-0.53,0.03,0.87,-0.15,0.34,-0.24,1.46,0.02,0.55,933.52
1.755,-0.53,0.03,0.87,-0.15,0.34,-0.24,1.40,-0.02,0.17,933.52
1.758,-0.32,0.08,0.73,-0.15,0.34,-0.24,1.40,-0.02,0.17,933.52
1.759,-0.32,0.08,0.73,-2.17,0.63,1.07,1.40,-0.02,0.17,933.52
1.768,-0.32,0.08,0.73,-2.17,0.63,1.07,1.40,-0.02,0.17,933.52
1.818,-0.32,0.08,0.73,-2.17,0.63,1.07,1.21,0.58,-0.19,933.52
1.822,-0.40,0.10,0.66,-2.17,0.63,1.07,1.21,0.58,-0.19,933.52
1.822,-0.40,0.10,0.66,-1.67,0.90,1.38,1.21,0.58,-0.19,933.52
1.836,-0.40,0.10,0.66,-1.67,0.90,1.38,1.21,0.58,-0.19,933.52
1.88,-0.40,0.10,0.66,-1.67,0.90,1.38,0.65,0.07,-0.29,933.52
1.885,-0.48,0.15,0.69,-1.67,0.90,1.38,0.65,0.07,-0.29,933.52
1.885,-0.48,0.15,0.69,-0.99,0.70,1.06,0.65,0.07,-0.29,933.52
1.902,-0.48,0.15,0.69,-0.99,0.70,1.06,0.65,0.07,-0.29,933.46
1.944,-0.48,0.15,0.69,-0.99,0.70,1.06,0.48,0.21,-0.57,933.46
1.948,-0.44,0.22,0.86,-0.99,0.70,1.06,0.48,0.21,-0.57,933.46
1.949,-0.44,0.22,0.86,-1.52,0.02,-0.77,0.48,0.21,-0.57,933.46
1.969,-0.44,0.22,0.86,-1.52,0.02,-0.77,0.48,0.21,-0.57,933.46
2.007,-0.44,0.22,0.86,-1.52,0.02,-0.77,0.40,0.62,-1.04,933.46
2.011,-0.57,0.19,0.72,-1.52,0.02,-0.77,0.40,0.62,-1.04,933.46
2.012,-0.57,0.19,0.72,-0.75,0.08,0.34,0.40,0.62,-1.04,933.46
2.035,-0.57,0.19,0.72,-0.75,0.08,0.34,0.40,0.62,-1.04,933.41
2.07,-0.57,0.19,0.72,-0.75,0.08,0.34,0.01,0.46,-0.66,933.41
2.075,-0.77,0.11,0.63,-0.75,0.08,0.34,0.01,0.46,-0.66,933.41
2.075,-0.77,0.11,0.63,1.00,0.62,1.01,0.01,0.46,-0.66,933.41
2.102,-0.77,0.11,0.63,1.00,0.62,1.01,0.01,0.46,-0.66,933.41
2.133,-0.77,0.11,0.63,1.00,0.62,1.01,-0.08,0.29,-0.49,933.41
2.138,-0.56,0.24,0.76,1.00,0.62,1.01,-0.08,0.29,-0.49,933.41
2.139,-0.56,0.24,0.76,-1.25,-0.93,-0.44,-0.08,0.29,-0.49,933.41
2.168,-0.56,0.24,0.76,-1.25,-0.93,-0.44,-0.08,0.29,-0.49,933.42
2.198,-0.56,0.24,0.76,-1.25,-0.93,-0.44,-0.13,-0.01,-0.57,933.42
2.203,-0.56,0.24,0.76,-0.54,-0.42,0.25,-0.13,-0.01,-0.57,933.42
2.204,-0.64,0.16,0.69,-0.54,-0.42,0.25,-0.13,-0.01,-0.57,933.42
2.236,-0.64,0.16,0.69,-0.54,-0.42,0.25,-0.13,-0.01,-0.57,933.42
2.262,-0.64,0.16,0.69,-0.54,-0.42,0.25,-0.04,0.27,-0.65,933.42
2.273,-0.64,0.16,0.69,-0.01,0.47,0.13,-0.04,0.27,-0.65,933.42
2.274,-0.71,0.04,0.70,-0.01,0.47,0.13,-0.04,0.27,-0.65,933.42
2.304,-0.71,0.04,0.70,-0.01,0.47,0.13,-0.04,0.27,-0.65,933.49
2.324,-0.71,0.04,0.70,-0.01,0.47,0.13,-0.23,-0.55,-0.58,933.49
2.329,-0.71,0.04,0.70,-0.17,1.50,1.59,-0.23,-0.55,-0.58,933.49
2.33,-0.67,-0.10,0.57,-0.17,1.50,1.59,-0.23,-0.55,-0.58,933.49
2.372,-0.67,-0.10,0.57,-0.17,1.50,1.59,-0.23,-0.55,-0.58,933.49
2.393,-0.67,-0.10,0.57,-0.17,1.50,1.59,-0.13,-0.07,-0.31,933.49
2.394,-0.67,-0.10,0.57,1.82,0.94,-0.09,-0.13,-0.07,-0.31,933.49
2.394,-0.87,-0.07,0.75,1.82,0.94,-0.09,-0.13,-0.07,-0.31,933.49
2.435,-0.87,-0.07,0.75,1.82,0.94,-0.09,-0.13,-0.07,-0.31,933.49
2.45,-0.87,-0.07,0.75,1.82,0.94,-0.09,-0.11,-0.67,0.17,933.49
2.455,-0.81,-0.02,0.70,1.82,0.94,-0.09,-0.11,-0.67,0.17,933.49
2.456,-0.81,-0.02,0.70,1.54,0.47,0.64,-0.11,-0.67,0.17,933.49
2.503,-0.81,-0.02,0.70,1.54,0.47,0.64,-0.11,-0.67,0.17,933.54
2.515,-0.81,-0.02,0.70,1.54,0.47,0.64,0.07,-0.44,0.12,933.54
2.519,-0.72,0.06,0.79,1.54,0.47,0.64,0.07,-0.44,0.12,933.54
2.523,-0.72,0.06,0.79,0.90,-0.17,-0.09,0.07,-0.44,0.12,933.54
2.573,-0.72,0.06,0.79,0.90,-0.17,-0.09,0.07,-0.44,0.12,933.54
2.578,-0.72,0.06,0.79,0.90,-0.17,-0.09,0.26,-0.20,-0.04,933.54
2.592,-0.69,0.11,0.80,0.90,-0.17,-0.09,0.26,-0.20,-0.04,933.54
2.593,-0.69,0.11,0.80,0.68,-0.54,-0.10,0.26,-0.20,-0.04,933.54
2.637,-0.69,0.11,0.80,0.68,-0.54,-0.10,0.26,-0.20,-0.04,933.56
2.641,-0.69,0.11,0.80,0.68,-0.54,-0.10,0.40,0.01,-0.25,933.56
2.645,-0.66,0.11,0.69,0.68,-0.54,-0.10,0.40,0.01,-0.25,933.56
2.646,-0.66,0.11,0.69,0.32,-0.43,0.94,0.40,0.01,-0.25,933.56
2.703,-0.66,0.11,0.69,0.32,-0.43,0.94,0.40,0.01,-0.25,933.56
2.705,-0.66,0.11,0.69,0.32,-0.43,0.94,0.27,0.22,-0.20,933.56
2.709,-0.82,-0.00,0.70,0.32,-0.43,0.94,0.27,0.22,-0.20,933.56
2.709,-0.82,-0.00,0.70,1.76,0.70,0.75,0.27,0.22,-0.20,933.56
2.776,-0.82,-0.00,0.70,1.76,0.70,0.75,0.22,0.12,0.22,933.56
2.777,-0.82,-0.00,0.70,1.76,0.70,0.75,0.22,0.12,0.22,933.57
2.777,-0.77,-0.03,0.81,1.76,0.70,0.75,0.22,0.12,0.22,933.57
2.778,-0.77,-0.03,0.81,1.28,1.14,-0.41,0.22,0.12,0.22,933.57
2.832,-0.77,-0.03,0.81,1.28,1.14,-0.41,0.05,-0.29,0.18,933.57
2.836,-0.51,0.06,0.59,1.28,1.14,-0.41,0.05,-0.29,0.18,933.57
2.837,-0.51,0.06,0.59,-1.10,0.38,1.93,0.05,-0.29,0.18,933.57
2.838,-0.51,0.06,0.59,-1.10,0.38,1.93,0.05,-0.29,0.18,933.57
2.895,-0.51,0.06,0.59,-1.10,0.38,1.93,-0.07,0.20,-0.18,933.57
2.9,-0.59,0.14,0.84,-1.10,0.38,1.93,-0.07,0.20,-0.18,933.57
2.901,-0.59,0.14,0.84,-0.42,-0.54,-0.68,-0.07,0.20,-0.18,933.57
2.902,-0.59,0.14,0.84,-0.42,-0.54,-0.68,-0.07,0.20,-0.18,933.57
2.958,-0.59,0.14,0.84,-0.42,-0.54,-0.68,-0.11,-0.04,-0.22,933.57
2.963,-0.53,0.13,0.65,-0.42,-0.54,-0.68,-0.11,-0.04,-0.22,933.57
2.964,-0.53,0.13,0.65,-1.08,-0.54,1.26,-0.11,-0.04,-0.22,933.57
2.975,-0.53,0.13,0.65,-1.08,-0.54,1.26,-0.11,-0.04,-0.22,933.57
3.021,-0.53,0.13,0.65,-1.08,-0.54,1.26,-0.12,0.54,-0.70,933.57
3.026,-0.63,-0.12,0.82,-1.08,-0.54,1.26,-0.12,0.54,-0.70,933.57
3.027,-0.63,-0.12,0.82,-0.35,1.52,-0.60,-0.12,0.54,-0.70,933.57
3.036,-0.63,-0.12,0.82,-0.35,1.52,-0.60,-0.12,0.54,-0.70,933.57
3.085,-0.63,-0.12,0.82,-0.35,1.52,-0.60,0.14,0.21,-0.52,933.57
3.09,-0.57,0.03,0.93,-0.35,1.52,-0.60,0.14,0.21,-0.52,933.57
3.091,-0.57,0.03,0.93,-1.08,-0.06,-1.82,0.14,0.21,-0.52,933.57
3.103,-0.57,0.03,0.93,-1.08,-0.06,-1.82,0.14,0.21,-0.52,933.58
3.148,-0.57,0.03,0.93,-1.08,-0.06,-1.82,0.06,1.64,-0.50,933.58
3.154,-0.83,0.04,0.64,-1.08,-0.06,-1.82,0.06,1.64,-0.50,933.58
3.155,-0.83,0.04,0.64,0.74,-0.38,0.37,0.06,1.64,-0.50,933.58
3.17,-0.83,0.04,0.64,0.74,-0.38,0.37,0.06,1.64,-0.50,933.58
3.212,-0.83,0.04,0.64,0.74,-0.38,0.37,-0.09,1.46,-0.30,933.58
3.217,-0.83,0.04,0.64,0.11,-0.18,-0.63,-0.09,1.46,-0.30,933.58
3.218,-0.82,0.00,0.67,0.11,-0.18,-0.63,-0.09,1.46,-0.30,933.58
3.236,-0.82,0.00,0.67,0.11,-0.18,-0.63,-0.09,1.46,-0.30,933.54
3.274,-0.82,0.00,0.67,0.11,-0.18,-0.63,0.11,0.37,0.04,933.54
3.279,-0.82,0.00,0.67,-0.06,-0.06,-0.68,0.11,0.37,0.04,933.54
3.28,-0.82,-0.00,0.65,-0.06,-0.06,-0.68,0.11,0.37,0.04,933.54
3.303,-0.82,-0.00,0.65,-0.06,-0.06,-0.68,0.11,0.37,0.04,933.54
3.339,-0.82,-0.00,0.65,-0.06,-0.06,-0.68,-0.12,1.97,-0.13,933.54
3.343,-0.82,-0.00,0.65,-1.47,0.22,-0.84,-0.12,1.97,-0.13,933.54
3.344,-0.74,-0.04,0.56,-1.47,0.22,-0.84,-0.12,1.97,-0.13,933.54
3.375,-0.74,-0.04,0.56,-1.47,0.22,-0.84,-0.12,1.97,-0.13,933.54
3.402,-0.74,-0.04,0.56,-1.47,0.22,-0.84,-0.01,2.32,-0.44,933.54
3.407,-0.74,-0.04,0.56,-2.04,0.76,-1.03,-0.01,2.32,-0.44,933.54
3.411,-0.74,-0.13,0.45,-2.04,0.76,-1.03,-0.01,2.32,-0.44,933.54
3.436,-0.74,-0.13,0.45,-2.04,0.76,-1.03,-0.01,2.32,-0.44,933.51
3.465,-0.74,-0.13,0.45,-2.04,0.76,-1.03,0.06,1.37,-0.55,933.51
3.475,-0.74,-0.13,0.45,0.69,1.14,2.69,0.06,1.37,-0.55,933.51
3.476,-1.04,-0.20,-0.01,0.69,1.14,2.69,0.06,1.37,-0.55,933.51
3.503,-1.04,-0.20,-0.01,0.69,1.14,2.69,0.06,1.37,-0.55,933.51
3.527,-1.04,-0.20,-0.01,0.69,1.14,2.69,-0.41,-0.39,0.23,933.51
3.532,-1.12,-0.22,0.15,0.69,1.14,2.69,-0.41,-0.39,0.23,933.51
3.533,-1.12,-0.22,0.15,1.53,1.45,1.27,-0.41,-0.39,0.23,933.51
3.575,-1.12,-0.22,0.15,1.53,1.45,1.27,-0.41,-0.39,0.23,933.49
3.597,-1.12,-0.22,0.15,1.53,1.45,1.27,0.20,-0.26,-0.11,933.49
3.598,-1.12,-0.22,0.15,-1.48,-0.09,-2.88,0.20,-0.26,-0.11,933.49
3.599,-0.81,-0.07,0.59,-1.48,-0.09,-2.88,0.20,-0.26,-0.11,933.49
3.636,-0.81,-0.07,0.59,-1.48,-0.09,-2.88,0.20,-0.26,-0.11,933.49
3.654,-0.81,-0.07,0.59,-1.48,-0.09,-2.88,0.49,0.10,-0.52,933.49
3.659,-0.91,-0.02,0.24,-1.48,-0.09,-2.88,0.49,0.10,-0.52,933.49
3.66,-0.91,-0.02,0.24,-0.47,-0.78,0.53,0.49,0.10,-0.52,933.49
3.705,-0.91,-0.02,0.24,-0.47,-0.78,0.53,0.49,0.10,-0.52,933.48
3.719,-0.91,-0.02,0.24,-0.47,-0.78,0.53,-0.07,-0.24,-0.19,933.48
3.727,-1.20,-0.16,0.22,-0.47,-0.78,0.53,-0.07,-0.24,-0.19,933.48
3.728,-1.20,-0.16,0.22,2.46,0.45,0.92,-0.07,-0.24,-0.19,933.48
3.777,-1.20,-0.16,0.22,2.46,0.45,0.92,-0.07,-0.24,-0.19,933.48
3.783,-1.20,-0.16,0.22,2.46,0.45,0.92,0.09,-0.49,0.19,933.48
3.796,-1.20,-0.16,0.22,0.07,-0.50,-1.11,0.09,-0.49,0.19,933.48
3.797,-0.95,-0.05,0.45,0.07,-0.50,-1.11,0.09,-0.49,0.19,933.48
3.836,-0.95,-0.05,0.45,0.07,-0.50,-1.11,0.09,-0.49,0.19,933.47
3.844,-0.95,-0.05,0.45,0.07,-0.50,-1.11,0.24,0.31,0.07,933.47
3.848,-0.88,-0.08,0.47,0.07,-0.50,-1.11,0.24,0.31,0.07,933.47
3.849,-0.88,-0.08,0.47,-0.73,-0.10,-1.48,0.24,0.31,0.07,933.47
3.905,-0.88,-0.08,0.47,-0.73,-0.10,-1.48,0.24,0.31,0.07,933.47
3.911,-0.88,-0.08,0.47,-0.73,-0.10,-1.48,0.16,-0.10,-0.07,933.47
3.912,-0.94,-0.11,0.08,-0.73,-0.10,-1.48,0.16,-0.10,-0.07,933.47
3.913,-0.94,-0.11,0.08,-0.12,0.18,2.48,0.16,-0.10,-0.07,933.47
3.979,-0.94,-0.11,0.08,-0.12,0.18,2.48,0.16,-0.10,-0.07,933.47
3.98,-0.94,-0.11,0.08,-0.12,0.18,2.48,-0.05,0.03,0.16,933.47
3.981,-0.88,-0.14,0.61,-0.12,0.18,2.48,-0.05,0.03,0.16,933.47
3.981,-0.88,-0.14,0.61,-0.64,0.62,-2.81,-0.05,0.03,0.16,933.47
4.035,-0.88,-0.14,0.61,-0.64,0.62,-2.81,0.56,-0.22,-0.20,933.47
4.036,-0.88,-0.14,0.61,-0.64,0.62,-2.81,0.56,-0.22,-0.20,933.46
4.039,-0.89,0.01,0.38,-0.64,0.62,-2.81,0.56,-0.22,-0.20,933.46
4.04,-0.89,0.01,0.38,-0.55,-0.90,-0.37,0.56,-0.22,-0.20,933.46
4.099,-0.89,0.01,0.38,-0.55,-0.90,-0.37,-0.23,-0.61,0.16,933.46
4.102,-1.03,-0.12,0.04,-0.55,-0.90,-0.37,-0.23,-0.61,0.16,933.46
4.104,-1.03,-0.12,0.04,0.93,0.41,3.32,-0.23,-0.61,0.16,933.46
4.105,-1.03,-0.12,0.04,0.93,0.41,3.32,-0.23,-0.61,0.16,933.46
4.161,-1.03,-0.12,0.04,0.93,0.41,3.32,-0.14,0.40,-0.00,933.46
4.167,-1.07,-0.12,0.43,0.93,0.41,3.32,-0.14,0.40,-0.00,933.46
4.168,-1.07,-0.12,0.43,1.24,0.36,-0.75,-0.14,0.40,-0.00,933.46
4.181,-1.07,-0.12,0.43,1.24,0.36,-0.75,-0.14,0.40,-0.00,933.44
4.228,-1.07,-0.12,0.43,1.24,0.36,-0.75,-0.02,0.30,0.07,933.44
4.229,-0.95,-0.07,0.23,1.24,0.36,-0.75,-0.02,0.30,0.07,933.44
4.23,-0.95,-0.07,0.23,0.05,-0.03,1.06,-0.02,0.30,0.07,933.44
4.237,-0.95,-0.07,0.23,0.05,-0.03,1.06,-0.02,0.30,0.07,933.44
4.288,-0.95,-0.07,0.23,0.05,-0.03,1.06,-0.37,0.38,0.10,933.44
4.292,-0.75,-0.14,0.36,0.05,-0.03,1.06,-0.37,0.38,0.10,933.44
4.293,-0.75,-0.14,0.36,-2.05,0.65,-0.44,-0.37,0.38,0.10,933.44
4.303,-0.75,-0.14,0.36,-2.05,0.65,-0.44,-0.37,0.38,0.10,933.44
4.351,-0.75,-0.14,0.36,-2.05,0.65,-0.44,0.46,1.09,-0.87,933.44
4.355,-0.75,-0.11,0.58,-2.05,0.65,-0.44,0.46,1.09,-0.87,933.44
4.356,-0.75,-0.11,0.58,-2.17,-0.13,-3.24,0.46,1.09,-0.87,933.44
4.371,-0.75,-0.11,0.58,-2.17,-0.13,-3.24,0.46,1.09,-0.87,933.44
4.414,-0.75,-0.11,0.58,-2.17,-0.13,-3.24,0.11,-0.31,-0.00,933.44
4.435,-1.42,-0.15,0.07,-2.17,-0.13,-3.24,0.11,-0.31,-0.00,933.44
4.437,-1.42,-0.15,0.07,4.44,0.26,1.94,0.11,-0.31,-0.00,933.44
4.438,-1.42,-0.15,0.07,4.44,0.26,1.94,0.11,-0.31,-0.00,933.44
4.477,-1.42,-0.15,0.07,4.44,0.26,1.94,-0.10,-0.73,0.85,933.44
4.482,-1.07,-0.06,0.23,4.44,0.26,1.94,-0.10,-0.73,0.85,933.44
4.483,-1.07,-0.06,0.23,1.17,-0.08,0.82,-0.10,-0.73,0.85,933.44
4.503,-1.07,-0.06,0.23,1.17,-0.08,0.82,-0.10,-0.73,0.85,933.40
4.541,-1.07,-0.06,0.23,1.17,-0.08,0.82,-0.13,-0.06,0.51,933.40
4.546,-0.78,-0.14,-0.01,1.17,-0.08,0.82,-0.13,-0.06,0.51,933.40
4.547,-0.78,-0.14,-0.01,-1.74,0.94,3.18,-0.13,-0.06,0.51,933.40
4.579,-0.78,-0.14,-0.01,-1.74,0.94,3.18,-0.13,-0.06,0.51,933.40
4.604,-0.78,-0.14,-0.01,-1.74,0.94,3.18,-0.20,-0.00,0.09,933.40
