time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.375,-0.43,0.30,0.87,0.26,0.11,0.08,-0.02,0.07,0.03,954.68
0.375,-0.43,0.30,0.87,0.10,0.11,-0.11,-0.02,0.07,0.03,954.68
0.385,-0.43,0.30,0.87,0.10,0.11,-0.11,-0.03,0.13,-0.06,954.68
0.429,-0.43,0.30,0.87,0.10,0.11,-0.11,-0.03,0.13,-0.06,954.63
0.438,-0.42,0.29,0.86,0.10,0.11,-0.11,-0.03,0.13,-0.06,954.63
0.439,-0.42,0.29,0.86,-0.17,0.11,-0.06,-0.03,0.13,-0.06,954.63
0.448,-0.42,0.29,0.86,-0.17,0.11,-0.06,-0.02,0.49,-0.19,954.63
0.496,-0.42,0.29,0.86,-0.17,0.11,-0.06,-0.02,0.49,-0.19,954.63
0.502,-0.40,0.28,0.79,-0.17,0.11,-0.06,-0.02,0.49,-0.19,954.63
0.502,-0.40,0.28,0.79,-0.72,0.08,0.47,-0.02,0.49,-0.19,954.63
0.511,-0.40,0.28,0.79,-0.72,0.08,0.47,-0.12,0.54,-0.35,954.63
0.562,-0.40,0.28,0.79,-0.72,0.08,0.47,-0.12,0.54,-0.35,954.60
0.565,-0.37,0.22,0.75,-0.72,0.08,0.47,-0.12,0.54,-0.35,954.60
0.565,-0.37,0.22,0.75,-1.59,0.41,0.58,-0.12,0.54,-0.35,954.60
0.575,-0.37,0.22,0.75,-1.59,0.41,0.58,-0.26,0.99,-0.75,954.60
0.629,-0.46,0.11,0.46,-1.59,0.41,0.58,-0.26,0.99,-0.75,954.60
0.63,-0.46,0.11,0.46,-1.12,0.82,3.35,-0.26,0.99,-0.75,954.60
0.63,-0.46,0.11,0.46,-1.12,0.82,3.35,-0.26,0.99,-0.75,954.60
0.639,-0.46,0.11,0.46,-1.12,0.82,3.35,-0.60,0.37,-1.15,954.60
0.692,-0.45,0.07,0.34,-1.12,0.82,3.35,-0.60,0.37,-1.15,954.60
0.692,-0.45,0.07,0.34,-1.85,0.31,4.25,-0.60,0.37,-1.15,954.60
0.695,-0.45,0.07,0.34,-1.85,0.31,4.25,-0.60,0.37,-1.15,954.61
0.701,-0.45,0.07,0.34,-1.85,0.31,4.25,-1.30,1.11,-1.17,954.61
0.755,-0.30,-0.10,0.25,-1.85,0.31,4.25,-1.30,1.11,-1.17,954.61
0.755,-0.30,-0.10,0.25,-3.66,0.37,4.88,-1.30,1.11,-1.17,954.61
0.762,-0.30,-0.10,0.25,-3.66,0.37,4.88,-1.30,1.11,-1.17,954.61
0.765,-0.30,-0.10,0.25,-3.66,0.37,4.88,-1.92,0.85,-1.85,954.61
0.818,-0.19,-0.23,0.34,-3.66,0.37,4.88,-1.92,0.85,-1.85,954.61
0.819,-0.19,-0.23,0.34,-5.26,-0.23,3.07,-1.92,0.85,-1.85,954.61
0.828,-0.19,-0.23,0.34,-5.26,-0.23,3.07,-2.18,2.14,-2.55,954.61
0.829,-0.19,-0.23,0.34,-5.26,-0.23,3.07,-2.18,2.14,-2.55,954.61
0.882,-0.84,-1.01,0.39,-5.26,-0.23,3.07,-2.18,2.14,-2.55,954.61
0.882,-0.84,-1.01,0.39,0.52,5.13,0.13,-2.18,2.14,-2.55,954.61
0.891,-0.84,-1.01,0.39,0.52,5.13,0.13,-1.94,4.28,-3.30,954.61
0.895,-0.84,-1.01,0.39,0.52,5.13,0.13,-1.94,4.28,-3.30,954.59
0.945,-1.57,-1.86,0.43,0.52,5.13,0.13,-1.94,4.28,-3.30,954.59
0.946,-1.57,-1.86,0.43,8.06,11.93,-2.18,-1.94,4.28,-3.30,954.59
0.955,-1.57,-1.86,0.43,8.06,11.93,-2.18,-1.17,2.66,-2.41,954.59
0.962,-1.57,-1.86,0.43,8.06,11.93,-2.18,-1.17,2.66,-2.41,954.59
1.008,-1.16,-1.78,0.24,8.06,11.93,-2.18,-1.17,2.66,-2.41,954.59
1.009,-1.16,-1.78,0.24,4.70,10.18,-1.65,-1.17,2.66,-2.41,954.59
1.018,-1.16,-1.78,0.24,4.70,10.18,-1.65,-0.77,2.17,-2.30,954.59
1.029,-1.16,-1.78,0.24,4.70,10.18,-1.65,-0.77,2.17,-2.30,954.61
1.072,-0.98,-1.32,-0.09,4.70,10.18,-1.65,-0.77,2.17,-2.30,954.61
1.072,-0.98,-1.32,-0.09,4.42,4.48,0.88,-0.77,2.17,-2.30,954.61
1.081,-0.98,-1.32,-0.09,4.42,4.48,0.88,-0.74,0.28,-3.10,954.61
1.096,-0.98,-1.32,-0.09,4.42,4.48,0.88,-0.74,0.28,-3.10,954.61
1.135,-0.52,-0.43,-0.10,4.42,4.48,0.88,-0.74,0.28,-3.10,954.61
1.136,-0.52,-0.43,-0.10,1.44,-4.95,0.81,-0.74,0.28,-3.10,954.61
1.145,-0.52,-0.43,-0.10,1.44,-4.95,0.81,-0.49,-0.28,-2.45,954.61
1.162,-0.52,-0.43,-0.10,1.44,-4.95,0.81,-0.49,-0.28,-2.45,954.55
1.198,-0.42,0.03,-0.08,1.44,-4.95,0.81,-0.49,-0.28,-2.45,954.55
1.199,-0.42,0.03,-0.08,1.56,-9.78,0.26,-0.49,-0.28,-2.45,954.55
1.208,-0.42,0.03,-0.08,1.56,-9.78,0.26,-0.30,0.72,-1.83,954.55
1.229,-0.42,0.03,-0.08,1.56,-9.78,0.26,-0.30,0.72,-1.83,954.55
1.262,-0.49,-0.03,-0.11,1.56,-9.78,0.26,-0.30,0.72,-1.83,954.55
1.262,-0.49,-0.03,-0.11,3.13,-9.41,0.44,-0.30,0.72,-1.83,954.55
1.271,-0.49,-0.03,-0.11,3.13,-9.41,0.44,-0.21,-0.36,-1.21,954.55
1.296,-0.49,-0.03,-0.11,3.13,-9.41,0.44,-0.21,-0.36,-1.21,954.50
1.325,-0.37,-0.08,-0.11,3.13,-9.41,0.44,-0.21,-0.36,-1.21,954.50
1.325,-0.37,-0.08,-0.11,2.23,-8.94,0.34,-0.21,-0.36,-1.21,954.50
1.335,-0.37,-0.08,-0.11,2.23,-8.94,0.34,-0.30,-0.99,-0.38,954.50
1.362,-0.37,-0.08,-0.11,2.23,-8.94,0.34,-0.30,-0.99,-0.38,954.50
1.388,-0.16,-0.26,-0.09,2.23,-8.94,0.34,-0.30,-0.99,-0.38,954.50
1.389,-0.16,-0.26,-0.09,-0.10,-7.11,-0.05,-0.30,-0.99,-0.38,954.50
1.398,-0.16,-0.26,-0.09,-0.10,-7.11,-0.05,-0.51,-0.57,0.57,954.50
1.429,-0.16,-0.26,-0.09,-0.10,-7.11,-0.05,-0.51,-0.57,0.57,954.50
1.452,-0.25,-3.26,0.13,-0.10,-7.11,-0.05,-0.51,-0.57,0.57,954.50
1.452,-0.25,-3.26,0.13,0.05,22.45,-2.29,-0.51,-0.57,0.57,954.50
1.461,-0.25,-3.26,0.13,0.05,22.45,-2.29,-0.20,-1.10,1.06,954.50
1.497,-0.25,-3.26,0.13,0.05,22.45,-2.29,-0.20,-1.10,1.06,954.50
1.515,-0.56,-3.49,-0.07,0.05,22.45,-2.29,-0.20,-1.10,1.06,954.50
1.516,-0.56,-3.49,-0.07,2.93,24.73,-0.01,-0.20,-1.10,1.06,954.50
1.526,-0.56,-3.49,-0.07,2.93,24.73,-0.01,0.32,-1.34,-0.19,954.50
1.563,-0.56,-3.49,-0.07,2.93,24.73,-0.01,0.32,-1.34,-0.19,954.50
1.579,-0.13,-1.24,-0.37,2.93,24.73,-0.01,0.32,-1.34,-0.19,954.50
1.581,-0.13,-1.24,-0.37,-1.15,2.61,3.44,0.32,-1.34,-0.19,954.50
1.588,-0.13,-1.24,-0.37,-1.15,2.61,3.44,0.56,-0.24,0.03,954.50
1.63,-0.13,-1.24,-0.37,-1.15,2.61,3.44,0.56,-0.24,0.03,954.46
1.642,-0.08,-0.06,-0.10,-1.15,2.61,3.44,0.56,-0.24,0.03,954.46
1.643,-0.08,-0.06,-0.10,-1.66,-8.98,0.70,0.56,-0.24,0.03,954.46
1.652,-0.08,-0.06,-0.10,-1.66,-8.98,0.70,0.13,1.21,-0.06,954.46
1.696,-0.08,-0.06,-0.10,-1.66,-8.98,0.70,0.13,1.21,-0.06,954.46
1.705,-0.12,0.13,-0.16,-1.66,-8.98,0.70,0.13,1.21,-0.06,954.46
1.706,-0.12,0.13,-0.16,-1.05,-10.89,1.26,0.13,1.21,-0.06,954.46
1.715,-0.12,0.13,-0.16,-1.05,-10.89,1.26,0.10,0.84,-0.31,954.46
1.763,-0.12,0.13,-0.16,-1.05,-10.89,1.26,0.10,0.84,-0.31,954.47
1.769,-0.12,0.20,-0.08,-1.05,-10.89,1.26,0.10,0.84,-0.31,954.47
1.77,-0.12,0.20,-0.08,-1.09,-11.58,0.29,0.10,0.84,-0.31,954.47
1.778,-0.12,0.20,-0.08,-1.09,-11.58,0.29,-0.08,0.63,0.14,954.47
1.83,-0.12,0.20,-0.08,-1.09,-11.58,0.29,-0.08,0.63,0.14,954.47
1.832,-0.10,0.09,-0.07,-1.09,-11.58,0.29,-0.08,0.63,0.14,954.47
1.833,-0.10,0.09,-0.07,-1.53,-10.44,0.05,-0.08,0.63,0.14,954.47
1.841,-0.10,0.09,-0.07,-1.53,-10.44,0.05,-0.29,-0.48,0.33,954.47
1.896,-0.11,-0.27,-0.08,-1.53,-10.44,0.05,-0.29,-0.48,0.33,954.47
1.897,-0.11,-0.27,-0.08,-1.49,-6.83,0.13,-0.29,-0.48,0.33,954.47
1.898,-0.11,-0.27,-0.08,-1.49,-6.83,0.13,-0.29,-0.48,0.33,954.47
1.905,-0.11,-0.27,-0.08,-1.49,-6.83,0.13,-0.32,-0.85,0.09,954.47
1.959,-0.35,-2.53,0.02,-1.49,-6.83,0.13,-0.32,-0.85,0.09,954.47
1.96,-0.35,-2.53,0.02,0.72,15.27,-0.84,-0.32,-0.85,0.09,954.47
1.962,-0.35,-2.53,0.02,0.72,15.27,-0.84,-0.32,-0.85,0.09,954.50
1.968,-0.35,-2.53,0.02,0.72,15.27,-0.84,-0.02,0.01,0.01,954.50
2.022,-0.62,-3.84,-0.09,0.72,15.27,-0.84,-0.02,0.01,0.01,954.50
2.023,-0.62,-3.84,-0.09,3.52,28.10,0.11,-0.02,0.01,0.01,954.50
2.029,-0.62,-3.84,-0.09,3.52,28.10,0.11,-0.02,0.01,0.01,954.50
2.031,-0.62,-3.84,-0.09,3.52,28.10,0.11,-0.05,-0.13,-0.25,954.50
2.086,-0.23,-1.61,-0.31,3.52,28.10,0.11,-0.05,-0.13,-0.25,954.50
2.087,-0.23,-1.61,-0.31,-0.20,6.26,2.85,-0.05,-0.13,-0.25,954.50
2.095,-0.23,-1.61,-0.31,-0.20,6.26,2.85,0.76,-0.53,-0.12,954.50
2.096,-0.23,-1.61,-0.31,-0.20,6.26,2.85,0.76,-0.53,-0.12,954.56
2.149,-0.06,-0.10,-0.26,-0.20,6.26,2.85,0.76,-0.53,-0.12,954.56
2.151,-0.06,-0.10,-0.26,-1.80,-8.57,2.40,0.76,-0.53,-0.12,954.56
2.159,-0.06,-0.10,-0.26,-1.80,-8.57,2.40,0.18,0.73,-0.11,954.56
2.163,-0.06,-0.10,-0.26,-1.80,-8.57,2.40,0.18,0.73,-0.11,954.56
2.213,-0.14,0.10,-0.23,-1.80,-8.57,2.40,0.18,0.73,-0.11,954.56
2.214,-0.14,0.10,-0.23,-0.87,-10.63,2.17,0.18,0.73,-0.11,954.56
2.221,-0.14,0.10,-0.23,-0.87,-10.63,2.17,-0.02,-0.67,-0.29,954.56
2.229,-0.14,0.10,-0.23,-0.87,-10.63,2.17,-0.02,-0.67,-0.29,954.58
2.276,-0.04,0.11,-0.05,-0.87,-10.63,2.17,-0.02,-0.67,-0.29,954.58
2.278,-0.04,0.11,-0.05,-1.71,-10.70,0.29,-0.02,-0.67,-0.29,954.58
2.287,-0.04,0.11,-0.05,-1.71,-10.70,0.29,-0.14,0.24,-0.09,954.58
2.296,-0.04,0.11,-0.05,-1.71,-10.70,0.29,-0.14,0.24,-0.09,954.58
2.339,-0.16,-0.04,-0.06,-1.71,-10.70,0.29,-0.14,0.24,-0.09,954.58
2.341,-0.16,-0.04,-0.06,-0.66,-9.23,0.29,-0.14,0.24,-0.09,954.58
2.348,-0.16,-0.04,-0.06,-0.66,-9.23,0.29,-0.15,0.14,0.09,954.58
2.363,-0.16,-0.04,-0.06,-0.66,-9.23,0.29,-0.15,0.14,0.09,954.58
2.403,-0.10,-0.07,-0.05,-0.66,-9.23,0.29,-0.15,0.14,0.09,954.58
2.404,-0.10,-0.07,-0.05,-1.29,-8.92,0.02,-0.15,0.14,0.09,954.58
2.411,-0.10,-0.07,-0.05,-1.29,-8.92,0.02,-0.16,0.37,0.26,954.58
2.43,-0.10,-0.07,-0.05,-1.29,-8.92,0.02,-0.16,0.37,0.26,954.59
2.466,-0.30,-1.63,-0.02,-1.29,-8.92,0.02,-0.16,0.37,0.26,954.59
2.467,-0.30,-1.63,-0.02,0.45,6.49,-0.37,-0.16,0.37,0.26,954.59
2.475,-0.30,-1.63,-0.02,0.45,6.49,-0.37,-0.06,0.93,0.43,954.59
2.496,-0.30,-1.63,-0.02,0.45,6.49,-0.37,-0.06,0.93,0.43,954.59
2.529,-0.74,-4.01,-0.09,0.45,6.49,-0.37,-0.06,0.93,0.43,954.59
2.531,-0.74,-4.01,-0.09,4.67,29.85,-0.08,-0.06,0.93,0.43,954.59
2.538,-0.74,-4.01,-0.09,4.67,29.85,-0.08,-0.31,0.45,0.00,954.59
2.564,-0.74,-4.01,-0.09,4.67,29.85,-0.08,-0.31,0.45,0.00,954.67
2.592,-0.48,-2.38,-0.29,4.67,29.85,-0.08,-0.31,0.45,0.00,954.67
2.593,-0.48,-2.38,-0.29,2.22,13.84,2.28,-0.31,0.45,0.00,954.67
2.601,-0.48,-2.38,-0.29,2.22,13.84,2.28,0.36,-2.02,-0.18,954.67
2.63,-0.48,-2.38,-0.29,2.22,13.84,2.28,0.36,-2.02,-0.18,954.67
2.656,0.10,-0.17,-0.13,2.22,13.84,2.28,0.36,-2.02,-0.18,954.67
2.657,0.10,-0.17,-0.13,-3.70,-7.80,0.92,0.36,-2.02,-0.18,954.67
2.665,0.10,-0.17,-0.13,-3.70,-7.80,0.92,0.28,0.70,0.33,954.67
2.698,0.10,-0.17,-0.13,-3.70,-7.80,0.92,0.28,0.70,0.33,954.70
2.719,-0.06,0.10,-0.27,-3.70,-7.80,0.92,0.28,0.70,0.33,954.70
2.72,-0.06,0.10,-0.27,-2.08,-10.46,2.18,0.28,0.70,0.33,954.70
2.728,-0.06,0.10,-0.27,-2.08,-10.46,2.18,0.15,1.43,-0.01,954.70
2.763,-0.06,0.10,-0.27,-2.08,-10.46,2.18,0.15,1.43,-0.01,954.70
2.782,-0.03,0.07,-0.09,-2.08,-10.46,2.18,0.15,1.43,-0.01,954.70
2.783,-0.03,0.07,-0.09,-2.34,-10.13,0.25,0.15,1.43,-0.01,954.70
2.791,-0.03,0.07,-0.09,-2.34,-10.13,0.25,-0.11,0.28,0.02,954.70
2.83,-0.03,0.07,-0.09,-2.34,-10.13,0.25,-0.11,0.28,0.02,954.68
2.845,-0.04,-0.03,-0.02,-2.34,-10.13,0.25,-0.11,0.28,0.02,954.68
2.846,-0.04,-0.03,-0.02,-2.38,-9.14,-0.65,-0.11,0.28,0.02,954.68
2.856,-0.04,-0.03,-0.02,-2.38,-9.14,-0.65,-0.28,0.52,0.20,954.68
2.897,-0.04,-0.03,-0.02,-2.38,-9.14,-0.65,-0.28,0.52,0.20,954.68
2.909,-0.07,0.06,-0.10,-2.38,-9.14,-0.65,-0.28,0.52,0.20,954.68
2.91,-0.07,0.06,-0.10,-2.22,-9.99,-0.12,-0.28,0.52,0.20,954.68
2.918,-0.07,0.06,-0.10,-2.22,-9.99,-0.12,-0.25,0.28,0.26,954.68
2.964,-0.07,0.06,-0.10,-2.22,-9.99,-0.12,-0.25,0.28,0.26,954.68
2.981,-0.11,-1.01,-0.03,-2.22,-9.99,-0.12,-0.25,0.28,0.26,954.68
2.983,-0.11,-1.01,-0.03,-1.83,0.62,-1.00,-0.25,0.28,0.26,954.68
2.984,-0.11,-1.01,-0.03,-1.83,0.62,-1.00,-0.05,1.21,0.21,954.68
3.031,-0.11,-1.01,-0.03,-1.83,0.62,-1.00,-0.05,1.21,0.21,954.69
3.035,-0.50,-3.78,-0.18,-1.83,0.62,-1.00,-0.05,1.21,0.21,954.69
3.036,-0.50,-3.78,-0.18,2.32,27.68,0.11,-0.05,1.21,0.21,954.69
3.045,-0.50,-3.78,-0.18,2.32,27.68,0.11,-0.07,1.66,-0.62,954.69
3.097,-0.50,-3.78,-0.18,2.32,27.68,0.11,-0.07,1.66,-0.62,954.69
3.098,-0.67,-2.99,-0.37,2.32,27.68,0.11,-0.07,1.66,-0.62,954.69
3.098,-0.67,-2.99,-0.37,4.45,19.80,2.28,-0.07,1.66,-0.62,954.69
3.108,-0.67,-2.99,-0.37,4.45,19.80,2.28,0.44,-1.56,-0.72,954.69
3.162,-0.06,-0.48,-0.25,4.45,19.80,2.28,0.44,-1.56,-0.72,954.69
3.163,-0.06,-0.48,-0.25,-1.75,-4.82,1.54,0.44,-1.56,-0.72,954.69
3.165,-0.06,-0.48,-0.25,-1.75,-4.82,1.54,0.44,-1.56,-0.72,954.72
3.173,-0.06,-0.48,-0.25,-1.75,-4.82,1.54,0.28,-0.82,0.23,954.72
3.225,-0.06,0.15,-0.29,-1.75,-4.82,1.54,0.28,-0.82,0.23,954.72
3.226,-0.06,0.15,-0.29,-1.63,-11.02,1.90,0.28,-0.82,0.23,954.72
3.229,-0.06,0.15,-0.29,-1.63,-11.02,1.90,0.28,-0.82,0.23,954.72
3.234,-0.06,0.15,-0.29,-1.63,-11.02,1.90,0.24,0.81,-0.05,954.72
3.289,-0.16,0.11,-0.17,-1.63,-11.02,1.90,0.24,0.81,-0.05,954.72
3.29,-0.16,0.11,-0.17,-0.80,-10.67,0.83,0.24,0.81,-0.05,954.72
3.296,-0.16,0.11,-0.17,-0.80,-10.67,0.83,0.24,0.81,-0.05,954.69
3.298,-0.16,0.11,-0.17,-0.80,-10.67,0.83,0.21,-0.19,0.17,954.69
3.353,-0.08,0.07,0.01,-0.80,-10.67,0.83,0.21,-0.19,0.17,954.69
3.354,-0.08,0.07,0.01,-1.68,-10.19,-1.02,0.21,-0.19,0.17,954.69
3.361,-0.08,0.07,0.01,-1.68,-10.19,-1.02,-0.21,0.17,0.15,954.69
3.363,-0.08,0.07,0.01,-1.68,-10.19,-1.02,-0.21,0.17,0.15,954.69
3.416,-0.17,-0.06,-0.01,-1.68,-10.19,-1.02,-0.21,0.17,0.15,954.69
3.417,-0.17,-0.06,-0.01,-0.89,-8.89,-0.93,-0.21,0.17,0.15,954.69
3.425,-0.17,-0.06,-0.01,-0.89,-8.89,-0.93,-0.20,0.18,0.28,954.69
3.43,-0.17,-0.06,-0.01,-0.89,-8.89,-0.93,-0.20,0.18,0.28,954.69
3.479,-0.17,-0.59,-0.02,-0.89,-8.89,-0.93,-0.20,0.18,0.28,954.69
3.482,-0.17,-0.59,-0.02,-1.13,-3.65,-1.00,-0.20,0.18,0.28,954.69
3.49,-0.17,-0.59,-0.02,-1.13,-3.65,-1.00,-0.03,0.62,0.38,954.69
3.497,-0.17,-0.59,-0.02,-1.13,-3.65,-1.00,-0.03,0.62,0.38,954.67
3.548,-0.43,-3.53,-0.11,-1.13,-3.65,-1.00,-0.03,0.62,0.38,954.67
3.549,-0.43,-3.53,-0.11,1.41,25.20,-0.36,-0.03,0.62,0.38,954.67
3.551,-0.43,-3.53,-0.11,1.41,25.20,-0.36,0.06,1.57,0.16,954.67
3.565,-0.43,-3.53,-0.11,1.41,25.20,-0.36,0.06,1.57,0.16,954.67
3.606,-0.63,-3.34,-0.36,1.41,25.20,-0.36,0.06,1.57,0.16,954.67
3.608,-0.63,-3.34,-0.36,3.52,23.34,2.35,0.06,1.57,0.16,954.67
3.615,-0.63,-3.34,-0.36,3.52,23.34,2.35,0.17,-1.64,-0.35,954.67
3.63,-0.63,-3.34,-0.36,3.52,23.34,2.35,0.17,-1.64,-0.35,954.71
3.669,-0.06,-0.71,-0.25,3.52,23.34,2.35,0.17,-1.64,-0.35,954.71
3.67,-0.06,-0.71,-0.25,-2.26,-2.42,1.62,0.17,-1.64,-0.35,954.71
3.678,-0.06,-0.71,-0.25,-2.26,-2.42,1.62,0.10,-1.04,0.27,954.71
3.697,-0.06,-0.71,-0.25,-2.26,-2.42,1.62,0.10,-1.04,0.27,954.71
3.733,-0.06,-0.71,-0.25,-1.94,-11.90,1.97,0.10,-1.04,0.27,954.71
3.735,-0.10,0.26,-0.29,-1.94,-11.90,1.97,0.10,-1.04,0.27,954.71
3.741,-0.10,0.26,-0.29,-1.94,-11.90,1.97,0.09,0.22,0.12,954.71
3.763,-0.10,0.26,-0.29,-1.94,-11.90,1.97,0.09,0.22,0.12,954.70
3.795,-0.01,0.07,-0.11,-1.94,-11.90,1.97,0.09,0.22,0.12,954.70
3.795,-0.01,0.07,-0.11,-2.96,-9.99,0.30,0.09,0.22,0.12,954.70
3.804,-0.01,0.07,-0.11,-2.96,-9.99,0.30,0.09,0.39,0.30,954.70
3.83,-0.01,0.07,-0.11,-2.96,-9.99,0.30,0.09,0.39,0.30,954.70
3.858,-0.15,-0.13,-0.04,-2.96,-9.99,0.30,0.09,0.39,0.30,954.70
3.859,-0.15,-0.13,-0.04,-1.86,-7.96,-0.62,0.09,0.39,0.30,954.70
3.868,-0.15,-0.13,-0.04,-1.86,-7.96,-0.62,-0.30,0.18,0.41,954.70
3.897,-0.15,-0.13,-0.04,-1.86,-7.96,-0.62,-0.30,0.18,0.41,954.71
3.922,-0.09,-0.06,0.01,-1.86,-7.96,-0.62,-0.30,0.18,0.41,954.71
3.923,-0.09,-0.06,0.01,-2.64,-8.59,-1.24,-0.30,0.18,0.41,954.71
3.932,-0.09,-0.06,0.01,-2.64,-8.59,-1.24,-0.06,-0.00,0.35,954.71
3.965,-0.09,-0.06,0.01,-2.64,-8.59,-1.24,-0.06,-0.00,0.35,954.71
3.986,-0.14,-0.44,-0.10,-2.64,-8.59,-1.24,-0.06,-0.00,0.35,954.71
3.986,-0.14,-0.44,-0.10,-2.29,-4.79,-0.41,-0.06,-0.00,0.35,954.71
3.994,-0.14,-0.44,-0.10,-2.29,-4.79,-0.41,-0.05,1.34,0.39,954.71
4.03,-0.14,-0.44,-0.10,-2.29,-4.79,-0.41,-0.05,1.34,0.39,954.71
4.048,-0.51,-3.31,-0.05,-2.29,-4.79,-0.41,-0.05,1.34,0.39,954.71
4.049,-0.51,-3.31,-0.05,1.39,23.40,-1.02,-0.05,1.34,0.39,954.71
4.058,-0.51,-3.31,-0.05,1.39,23.40,-1.02,0.20,0.90,0.06,954.71
4.097,-0.51,-3.31,-0.05,1.39,23.40,-1.02,0.20,0.90,0.06,954.69
4.116,-0.81,-3.53,-0.33,1.39,23.40,-1.02,0.20,0.90,0.06,954.69
4.117,-0.81,-3.53,-0.33,4.40,25.47,1.83,0.20,0.90,0.06,954.69
4.122,-0.81,-3.53,-0.33,4.40,25.47,1.83,-0.05,-1.58,-0.51,954.69
4.164,-0.81,-3.53,-0.33,4.40,25.47,1.83,-0.05,-1.58,-0.51,954.69
4.175,-0.41,-1.11,-0.32,4.40,25.47,1.83,-0.05,-1.58,-0.51,954.69
4.176,-0.41,-1.11,-0.32,0.52,1.69,2.50,-0.05,-1.58,-0.51,954.69
4.184,-0.41,-1.11,-0.32,0.52,1.69,2.50,0.29,-2.31,-0.12,954.69
4.231,-0.41,-1.11,-0.32,0.52,1.69,2.50,0.29,-2.31,-0.12,954.68
4.238,-0.05,0.36,-0.25,0.52,1.69,2.50,0.29,-2.31,-0.12,954.68
4.239,-0.05,0.36,-0.25,-2.76,-12.84,1.82,0.29,-2.31,-0.12,954.68
4.248,-0.05,0.36,-0.25,-2.76,-12.84,1.82,0.39,1.45,-0.67,954.68
4.297,-0.05,0.36,-0.25,-2.76,-12.84,1.82,0.39,1.45,-0.67,954.68
4.301,-0.28,0.25,-0.18,-2.76,-12.84,1.82,0.39,1.45,-0.67,954.68
4.302,-0.28,0.25,-0.18,0.02,-11.91,0.94,0.39,1.45,-0.67,954.68
4.311,-0.28,0.25,-0.18,0.02,-11.91,0.94,0.22,2.16,-0.60,954.68
4.365,-0.28,0.25,-0.18,0.02,-11.91,0.94,0.22,2.16,-0.60,954.70
4.366,-0.26,0.01,0.05,0.02,-11.91,0.94,0.22,2.16,-0.60,954.70
4.367,-0.26,0.01,0.05,0.08,-9.59,-1.66,0.22,2.16,-0.60,954.70
4.375,-0.26,0.01,0.05,0.08,-9.59,-1.66,-0.16,1.79,-0.18,954.70
4.429,-0.26,0.04,0.08,0.08,-9.59,-1.66,-0.16,1.79,-0.18,954.70
4.431,-0.26,0.04,0.08,0.13,-9.80,-2.39,-0.16,1.79,-0.18,954.70
4.432,-0.26,0.04,0.08,0.13,-9.80,-2.39,-0.16,1.79,-0.18,954.70
4.438,-0.26,0.04,0.08,0.13,-9.80,-2.39,-0.32,1.50,0.18,954.70
4.492,-0.22,-0.13,-0.03,0.13,-9.80,-2.39,-0.32,1.50,0.18,954.70
4.493,-0.22,-0.13,-0.03,-0.38,-8.04,-1.68,-0.32,1.50,0.18,954.70
4.497,-0.22,-0.13,-0.03,-0.38,-8.04,-1.68,-0.32,1.50,0.18,954.70
