time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
0.549;-0,20;0,31;0,90;0,85;-1,19;0,72;-0,16;0,07;-0,35;0,00
0.568;-0,20;0,31;0,90;0,85;-1,19;0,72;-0,22;0,14;-0,41;0,00
0.579;-0,20;0,31;0,90;1,06;-1,18;0,60;-0,22;0,14;-0,41;0,00
0.58;-0,20;0,31;0,90;1,15;-1,03;0,56;-0,22;0,14;-0,41;0,00
0.619;-0,21;0,39;0,85;1,15;-1,03;0,56;-0,22;0,14;-0,41;0,00
0.649;-0,21;0,39;0,85;1,15;-1,03;0,56;-0,08;0,44;-0,46;0,00
0.652;-0,21;0,39;0,85;0,76;-0,62;0,13;-0,08;0,44;-0,46;0,00
0.689;-0,28;0,41;0,85;0,76;-0,62;0,13;-0,08;0,44;-0,46;0,00
0.719;-0,28;0,41;0,85;0,59;0,08;-0,09;-0,08;0,44;-0,46;0,00
0.721;-0,28;0,41;0,85;0,84;0,14;-0,02;-0,08;0,44;-0,46;0,00
0.728;-0,28;0,41;0,85;0,84;0,14;-0,02;-0,03;0,59;-0,46;0,00
0.759;-0,31;0,42;0,82;0,84;0,14;-0,02;-0,03;0,59;-0,46;0,00
0.769;-0,31;0,42;0,82;0,84;0,14;-0,02;0,01;0,47;-0,46;0,00
0.79;-0,31;0,42;0,82;0,65;0,34;-0,16;0,01;0,47;-0,46;0,00
0.792;-0,31;0,42;0,82;0,84;0,39;-0,09;0,01;0,47;-0,46;0,00
0.829;-0,37;0,46;0,82;0,84;0,39;-0,09;0,01;0,47;-0,46;0,00
0.849;-0,37;0,46;0,82;0,84;0,39;-0,09;0,05;0,51;-0,35;0,00
0.859;-0,37;0,46;0,82;0,88;0,64;0,10;0,05;0,51;-0,35;0,00
0.86;-0,37;0,46;0,82;1,02;0,67;0,16;0,05;0,51;-0,35;0,00
0.899;-0,39;0,45;0,86;1,02;0,67;0,16;0,05;0,51;-0,35;0,00
0.929;-0,39;0,45;0,86;0,18;0,72;0,14;0,05;0,51;-0,35;0,00
0.931;-0,39;0,45;0,86;0,18;0,72;0,14;-0,04;0,25;-0,28;0,00
0.97;-0,46;0,45;0,87;0,18;0,72;0,14;-0,04;0,25;-0,28;0,00
0.972;-0,46;0,45;0,87;0,18;0,72;0,14;0,02;0,26;-0,29;0,00
0.999;-0,46;0,45;0,87;0,22;0,88;0,46;0,02;0,26;-0,29;0,00
1.001;-0,46;0,45;0,87;0,33;0,90;0,49;0,02;0,26;-0,29;0,00
1.039;-0,48;0,33;0,80;0,33;0,90;0,49;0,02;0,26;-0,29;0,00
1.049;-0,48;0,33;0,80;0,33;0,90;0,49;-0,08;0,14;-0,34;0,00
1.07;-0,48;0,33;0,80;0,08;0,46;0,71;-0,08;0,14;-0,34;0,00
1.071;-0,48;0,33;0,80;0,14;0,55;0,68;-0,08;0,14;-0,34;0,00
1.109;-0,55;0,26;0,86;0,14;0,55;0,68;-0,08;0,14;-0,34;0,00
1.129;-0,55;0,26;0,86;0,14;0,55;0,68;-0,25;0,26;-0,26;0,00
1.139;-0,55;0,26;0,86;-0,13;-0,13;-0,56;-0,25;0,26;-0,26;0,00
1.14;-0,55;0,26;0,86;-0,04;-0,00;-0,54;-0,25;0,26;-0,26;0,00
1.17;-0,55;0,26;0,86;-0,04;-0,00;-0,54;-0,18;-0,33;-0,21;0,00
1.179;-0,54;0,20;0,81;-0,04;-0,00;-0,54;-0,18;-0,33;-0,21;0,00
1.209;-0,54;0,20;0,81;-0,93;-1,23;0,87;-0,18;-0,33;-0,21;0,00
1.25;-0,54;0,20;0,81;-0,93;-1,23;0,87;-0,17;0,04;-0,01;0,00
1.252;-0,54;0,21;0,84;-0,93;-1,23;0,87;-0,17;0,04;-0,01;0,00
1.279;-0,54;0,21;0,84;-0,47;-0,83;-0,20;-0,17;0,04;-0,01;0,00
1.28;-0,54;0,21;0,84;-0,46;-0,73;-0,22;-0,17;0,04;-0,01;0,00
1.319;-0,52;0,21;0,79;-0,46;-0,73;-0,22;-0,17;0,04;-0,01;0,00
1.329;-0,52;0,21;0,79;-0,46;-0,73;-0,22;-0,17;-0,22;-0,10;0,00
1.349;-0,52;0,21;0,79;-0,50;-0,78;-0,05;-0,17;-0,22;-0,10;0,00
1.351;-0,52;0,21;0,79;-0,50;-0,72;-0,07;-0,17;-0,22;-0,10;0,00
1.371;-0,52;0,21;0,79;-0,50;-0,72;-0,07;-0,01;0,06;-0,04;0,00
1.388;-0,52;0,24;0,76;-0,50;-0,72;-0,07;-0,01;0,06;-0,04;0,00
1.419;-0,52;0,24;0,76;-0,19;-0,52;-0,48;-0,01;0,06;-0,04;0,00
1.42;-0,52;0,24;0,76;-0,19;-0,50;-0,48;-0,01;0,06;-0,04;0,00
1.449;-0,52;0,24;0,76;-0,19;-0,50;-0,48;0,02;-0,01;-0,07;0,00
1.459;-0,51;0,28;0,72;-0,19;-0,50;-0,48;0,02;-0,01;-0,07;0,00
1.489;-0,51;0,28;0,72;-0,33;-0,17;-0,86;0,02;-0,01;-0,07;0,00
1.529;-0,51;0,28;0,72;-0,33;-0,17;-0,86;-0,00;0,04;-0,07;0,00
1.53;-0,56;0,32;0,75;-0,33;-0,17;-0,86;-0,00;0,04;-0,07;0,00
1.56;-0,56;0,32;0,75;-0,39;0,22;-0,91;-0,00;0,04;-0,07;0,00
1.564;-0,56;0,32;0,75;-0,38;0,23;-0,89;-0,00;0,04;-0,07;0,00
1.569;-0,56;0,32;0,75;-0,38;0,23;-0,89;0,07;-0,01;-0,14;0,00
1.599;-0,59;0,34;0,77;-0,38;0,23;-0,89;0,07;-0,01;-0,14;0,00
1.629;-0,59;0,34;0,77;-0,68;0,58;-0,59;0,07;-0,01;-0,14;0,00
1.631;-0,59;0,34;0,77;-0,64;0,56;-0,55;0,07;-0,01;-0,14;0,00
1.649;-0,59;0,34;0,77;-0,64;0,56;-0,55;0,18;-0,01;-0,24;0,00
1.669;-0,56;0,33;0,82;-0,64;0,56;-0,55;0,18;-0,01;-0,24;0,00
1.699;-0,56;0,33;0,82;-0,91;0,52;-0,21;0,18;-0,01;-0,24;0,00
1.7;-0,56;0,33;0,82;-0,90;0,53;-0,22;0,18;-0,01;-0,24;0,00
1.729;-0,56;0,33;0,82;-0,90;0,53;-0,22;0,10;-0,13;-0,34;0,00
1.739;-0,56;0,22;1,03;-0,90;0,53;-0,22;0,10;-0,13;-0,34;0,00
1.769;-0,56;0,22;1,03;-0,90;0,53;-0,22;-0,06;-0,27;-0,53;0,00
1.77;-0,56;0,22;1,03;-0,44;0,32;1,05;-0,06;-0,27;-0,53;0,00
1.809;-0,42;0,21;0,86;-0,44;0,32;1,05;-0,06;-0,27;-0,53;0,00
1.839;-0,42;0,21;0,86;-0,09;-0,69;1,29;-0,06;-0,27;-0,53;0,00
1.84;-0,42;0,21;0,86;-0,09;-0,58;1,23;-0,06;-0,27;-0,53;0,00
1.851;-0,42;0,21;0,86;-0,09;-0,58;1,23;0,08;-0,00;-0,48;0,00
1.879;-0,39;0,19;0,93;-0,09;-0,58;1,23;0,08;-0,00;-0,48;0,00
1.911;-0,39;0,19;0,93;1,14;-0,16;0,66;0,08;-0,00;-0,48;0,00
1.912;-0,39;0,19;0,93;1,18;-0,11;0,68;0,08;-0,00;-0,48;0,00
1.929;-0,39;0,19;0,93;1,18;-0,11;0,68;0,11;0,07;-0,41;0,00
1.949;-0,40;0,14;0,87;1,18;-0,11;0,68;0,11;0,07;-0,41;0,00
1.968;-0,40;0,14;0,87;1,18;-0,11;0,68;-0,01;-0,02;-0,24;0,00
1.979;-0,40;0,14;0,87;1,25;-0,65;0,62;-0,01;-0,02;-0,24;0,00
1.98;-0,40;0,14;0,87;1,23;-0,58;0,60;-0,01;-0,02;-0,24;0,00
2.019;-0,38;0,20;0,77;1,23;-0,58;0,60;-0,01;-0,02;-0,24;0,00
2.049;-0,38;0,20;0,77;1,23;-0,58;0,60;0,11;-0,17;-0,18;0,00
2.05;-0,38;0,20;0,77;1,14;-0,58;0,18;0,11;-0,17;-0,18;0,00
2.089;-0,42;0,25;0,78;1,14;-0,58;0,18;0,11;-0,17;-0,18;0,00
2.119;-0,42;0,25;0,78;1,00;0,04;-0,82;0,11;-0,17;-0,18;0,00
2.121;-0,42;0,25;0,78;1,00;0,03;-0,78;0,11;-0,17;-0,18;0,00
2.131;-0,42;0,25;0,78;1,00;0,03;-0,78;0,18;0,06;-0,21;0,00
2.159;-0,45;0,28;0,82;1,00;0,03;-0,78;0,18;0,06;-0,21;0,00
2.169;-0,45;0,28;0,82;1,00;0,03;-0,78;0,17;0,10;-0,06;0,00
2.189;-0,45;0,28;0,82;0,74;0,41;-0,34;0,17;0,10;-0,06;0,00
2.19;-0,45;0,28;0,82;0,76;0,36;-0,31;0,17;0,10;-0,06;0,00
2.229;-0,51;0,26;0,87;0,76;0,36;-0,31;0,17;0,10;-0,06;0,00
2.249;-0,51;0,26;0,87;0,76;0,36;-0,31;0,12;0,18;-0,00;0,00
2.261;-0,51;0,26;0,87;0,51;0,47;0,51;0,12;0,18;-0,00;0,00
2.262;-0,51;0,26;0,87;0,56;0,44;0,54;0,12;0,18;-0,00;0,00
2.303;-0,56;0,26;0,89;0,56;0,44;0,54;0,12;0,18;-0,00;0,00
2.329;-0,56;0,26;0,89;0,56;0,44;0,54;0,01;0,21;-0,04;0,00
2.331;-0,56;0,26;0,89;-0,16;0,05;0,42;0,01;0,21;-0,04;0,00
2.368;-0,56;0,26;0,89;-0,16;0,05;0,42;-0,13;0,25;-0,08;0,00
2.37;-0,61;0,12;0,96;-0,16;0,05;0,42;-0,13;0,25;-0,08;0,00
2.398;-0,61;0,12;0,96;-0,48;-0,13;1,52;-0,13;0,25;-0,08;0,00
2.399;-0,61;0,12;0,96;-0,40;-0,06;1,52;-0,13;0,25;-0,08;0,00
2.438;-0,54;0,09;0,80;-0,40;-0,06;1,52;-0,13;0,25;-0,08;0,00
2.448;-0,54;0,09;0,80;-0,40;-0,06;1,52;-0,19;0,04;-0,03;0,00
2.468;-0,54;0,09;0,80;-0,23;-1,36;0,64;-0,19;0,04;-0,03;0,00
2.469;-0,54;0,09;0,80;-0,20;-1,30;0,64;-0,19;0,04;-0,03;0,00
2.508;-0,61;0,08;0,80;-0,20;-1,30;0,64;-0,19;0,04;-0,03;0,00
2.528;-0,61;0,08;0,80;-0,20;-1,30;0,64;-0,22;0,08;0,23;0,00
2.538;-0,61;0,08;0,80;-0,36;-1,22;0,09;-0,22;0,08;0,23;0,00
2.539;-0,61;0,08;0,80;-0,41;-1,17;0,04;-0,22;0,08;0,23;0,00
2.569;-0,61;0,08;0,80;-0,41;-1,17;0,04;-0,22;0,20;0,16;0,00
2.578;-0,50;0,10;0,75;-0,41;-1,17;0,04;-0,22;0,20;0,16;0,00
2.608;-0,50;0,10;0,75;0,24;-1,15;-0,57;-0,22;0,20;0,16;0,00
2.649;-0,50;0,10;0,75;0,24;-1,15;-0,57;0,07;0,31;-0,01;0,00
2.651;-0,60;0,19;0,68;0,24;-1,15;-0,57;0,07;0,31;-0,01;0,00
2.679;-0,60;0,19;0,68;0,12;-0,62;-0,48;0,07;0,31;-0,01;0,00
2.681;-0,60;0,19;0,68;0,14;-0,63;-0,45;0,07;0,31;-0,01;0,00
2.729;-0,58;0,21;0,68;0,14;-0,63;-0,45;0,07;0,31;-0,01;0,00
2.731;-0,58;0,21;0,68;0,14;-0,63;-0,45;0,14;-0,18;-0,02;0,00
2.75;-0,58;0,21;0,68;-0,28;0,08;-1,27;0,14;-0,18;-0,02;0,00
2.752;-0,58;0,21;0,68;-0,27;0,02;-1,23;0,14;-0,18;-0,02;0,00
2.769;-0,58;0,21;0,68;-0,27;0,02;-1,23;0,18;-0,08;-0,05;0,00
2.789;-0,62;0,23;0,69;-0,27;0,02;-1,23;0,18;-0,08;-0,05;0,00
2.819;-0,62;0,23;0,69;-0,23;0,03;-1,23;0,18;-0,08;-0,05;0,00
2.822;-0,62;0,23;0,69;-0,29;0,03;-1,25;0,18;-0,08;-0,05;0,00
2.85;-0,62;0,23;0,69;-0,29;0,03;-1,25;0,10;-0,35;-0,13;0,00
2.859;-0,64;0,28;0,76;-0,29;0,03;-1,25;0,10;-0,35;-0,13;0,00
2.889;-0,64;0,28;0,76;-0,93;0,44;-0,48;0,10;-0,35;-0,13;0,00
2.929;-0,66;0,27;0,81;-0,93;0,44;-0,48;0,10;-0,35;-0,13;0,00
2.93;-0,66;0,27;0,81;-0,93;0,44;-0,48;0,09;-0,18;-0,09;0,00
2.96;-0,66;0,27;0,81;-0,97;0,56;-0,32;0,09;-0,18;-0,09;0,00
2.961;-0,66;0,27;0,81;-0,96;0,51;-0,31;0,09;-0,18;-0,09;0,00
2.978;-0,66;0,27;0,81;-0,96;0,51;-0,31;0,14;-0,08;-0,06;0,00
2.998;-0,65;0,19;1,04;-0,96;0,51;-0,31;0,14;-0,08;-0,06;0,00
3.029;-0,65;0,19;1,04;-0,99;0,45;0,79;0,14;-0,08;-0,06;0,00
3.03;-0,65;0,19;1,04;-1,06;0,48;0,71;0,14;-0,08;-0,06;0,00
3.048;-0,65;0,19;1,04;-1,06;0,48;0,71;-0,01;-0,36;-0,15;0,00
3.069;-0,50;0,11;0,91;-1,06;0,48;0,71;-0,01;-0,36;-0,15;0,00
3.098;-0,50;0,11;0,91;-0,77;-0,95;1,82;-0,01;-0,36;-0,15;0,00
3.099;-0,50;0,11;0,91;-0,78;-0,93;1,78;-0,01;-0,36;-0,15;0,00
3.128;-0,50;0,11;0,91;-0,78;-0,93;1,78;0,09;-0,06;-0,13;0,00
3.139;-0,43;0,15;0,94;-0,78;-0,93;1,78;0,09;-0,06;-0,13;0,00
3.169;-0,43;0,15;0,94;-0,78;-0,93;1,78;0,18;0,09;-0,17;0,00
3.17;-0,43;0,15;0,94;0,62;-0,80;1,34;0,18;0,09;-0,17;0,00
3.209;-0,43;0,14;0,80;0,62;-0,80;1,34;0,18;0,09;-0,17;0,00
3.239;-0,43;0,14;0,80;1,18;-0,75;0,26;0,18;0,09;-0,17;0,00
3.241;-0,43;0,14;0,80;1,19;-0,71;0,27;0,18;0,09;-0,17;0,00
3.249;-0,43;0,14;0,80;1,19;-0,71;0,27;0,08;0,04;-0,24;0,00
3.279;-0,46;0,19;0,71;1,19;-0,71;0,27;0,08;0,04;-0,24;0,00
3.309;-0,46;0,19;0,71;0,90;-0,53;-0,38;0,08;0,04;-0,24;0,00
3.311;-0,46;0,19;0,71;0,89;-0,51;-0,37;0,08;0,04;-0,24;0,00
3.329;-0,46;0,19;0,71;0,89;-0,51;-0,37;0,11;-0,04;-0,21;0,00
3.349;-0,46;0,24;0,72;0,89;-0,51;-0,37;0,11;-0,04;-0,21;0,00
3.369;-0,46;0,24;0,72;0,89;-0,51;-0,37;0,03;-0,04;-0,09;0,00
3.382;-0,46;0,24;0,72;0,70;0,08;-1,19;0,03;-0,04;-0,09;0,00
3.383;-0,46;0,24;0,72;0,69;0,08;-1,18;0,03;-0,04;-0,09;0,00
3.419;-0,45;0,25;0,76;0,69;0,08;-1,18;0,03;-0,04;-0,09;0,00
3.449;-0,45;0,25;0,76;0,63;0,40;-0,65;0,03;-0,04;-0,09;0,00
3.45;-0,45;0,25;0,76;0,63;0,40;-0,65;-0,03;-0,05;-0,01;0,00
3.489;-0,55;0,27;0,79;0,63;0,40;-0,65;-0,03;-0,05;-0,01;0,00
3.52;-0,55;0,27;0,79;0,39;0,52;-0,39;-0,03;-0,05;-0,01;0,00
3.523;-0,55;0,27;0,79;0,44;0,51;-0,34;-0,03;-0,05;-0,01;0,00
3.528;-0,55;0,27;0,79;0,44;0,51;-0,34;-0,03;0,21;0,02;0,00
3.559;-0,63;0,29;0,78;0,44;0,51;-0,34;-0,03;0,21;0,02;0,00
3.569;-0,63;0,29;0,78;0,44;0,51;-0,34;-0,13;0,29;-0,10;0,00
3.59;-0,63;0,29;0,78;-0,12;0,75;-0,58;-0,13;0,29;-0,10;0,00
3.592;-0,63;0,29;0,78;-0,01;0,80;-0,52;-0,13;0,29;-0,10;0,00
3.628;-0,63;0,26;0,88;-0,01;0,80;-0,52;-0,13;0,29;-0,10;0,00
3.648;-0,63;0,26;0,88;-0,01;0,80;-0,52;-0,03;0,30;-0,01;0,00
3.659;-0,63;0,26;0,88;-0,93;0,89;0,73;-0,03;0,30;-0,01;0,00
3.662;-0,63;0,26;0,88;-0,80;0,89;0,80;-0,03;0,30;-0,01;0,00
3.699;-0,67;0,10;0,85;-0,80;0,89;0,80;-0,03;0,30;-0,01;0,00
3.73;-0,67;0,10;0,85;-0,80;0,89;0,80;-0,44;0,29;-0,27;0,00
3.732;-0,67;0,10;0,85;-0,43;0,07;0,68;-0,44;0,29;-0,27;0,00
3.768;-0,67;0,10;0,85;-0,43;0,07;0,68;-0,43;-0,03;-0,17;0,00
3.769;-0,66;0,05;0,93;-0,43;0,07;0,68;-0,43;-0,03;-0,17;0,00
3.798;-0,66;0,05;0,93;-1,04;-0,89;1,18;-0,43;-0,03;-0,17;0,00
3.8;-0,66;0,05;0,93;-1,04;-0,73;1,12;-0,43;-0,03;-0,17;0,00
3.839;-0,54;0,05;0,74;-1,04;-0,73;1,12;-0,43;-0,03;-0,17;0,00
3.849;-0,54;0,05;0,74;-1,04;-0,73;1,12;-0,17;-0,27;0,06;0,00
3.869;-0,54;0,05;0,74;-0,00;-0,73;0,46;-0,17;-0,27;0,06;0,00
3.871;-0,54;0,05;0,74;-0,08;-0,68;0,39;-0,17;-0,27;0,06;0,00
3.908;-0,60;0,06;0,60;-0,08;-0,68;0,39;-0,17;-0,27;0,06;0,00
3.928;-0,60;0,06;0,60;-0,08;-0,68;0,39;-0,24;-0,02;0,27;0,00
3.938;-0,60;0,06;0,60;0,21;-0,81;-1,60;-0,24;-0,02;0,27;0,00
3.939;-0,60;0,06;0,60;0,21;-0,81;-1,57;-0,24;-0,02;0,27;0,00
3.968;-0,60;0,06;0,60;0,21;-0,81;-1,57;-0,11;-0,09;0,32;0,00
3.983;-0,56;0,17;0,62;0,21;-0,81;-1,57;-0,11;-0,09;0,32;0,00
4.009;-0,56;0,17;0,62;-0,27;-0,20;-1,90;-0,11;-0,09;0,32;0,00
4.048;-0,56;0,17;0,62;-0,27;-0,20;-1,90;-0,02;-0,04;0,16;0,00
4.05;-0,59;0,20;0,61;-0,27;-0,20;-1,90;-0,02;-0,04;0,16;0,00
4.079;-0,59;0,20;0,61;0,22;0,71;-2,09;-0,02;-0,04;0,16;0,00
4.081;-0,59;0,20;0,61;0,24;0,68;-2,04;-0,02;-0,04;0,16;0,00
4.118;-0,71;0,21;0,76;0,24;0,68;-2,04;-0,02;-0,04;0,16;0,00
4.128;-0,71;0,21;0,76;0,24;0,68;-2,04;0,04;-0,12;-0,06;0,00
4.148;-0,71;0,21;0,76;-0,66;0,64;-1,16;0,04;-0,12;-0,06;0,00
4.149;-0,71;0,21;0,76;-0,66;0,61;-1,14;0,04;-0,12;-0,06;0,00
4.169;-0,71;0,21;0,76;-0,66;0,61;-1,14;0,12;-0,16;-0,11;0,00
4.189;-0,68;0,20;0,88;-0,66;0,61;-1,14;0,12;-0,16;-0,11;0,00
4.224;-0,68;0,20;0,88;-1,81;0,77;0,18;0,12;-0,16;-0,11;0,00
4.225;-0,68;0,20;0,88;-1,89;0,75;0,10;0,12;-0,16;-0,11;0,00
4.249;-0,68;0,20;0,88;-1,89;0,75;0,10;0,21;-0,23;-0,37;0,00
4.258;-0,69;0,16;1,07;-1,89;0,75;0,10;0,21;-0,23;-0,37;0,00
4.289;-0,69;0,16;1,07;-0,62;0,60;1,33;0,21;-0,23;-0,37;0,00
4.336;-0,69;0,16;1,07;-0,62;0,60;1,33;0,18;0,32;-0,62;0,00
4.337;-0,63;0,06;0,88;-0,62;0,60;1,33;0,18;0,32;-0,62;0,00
4.358;-0,63;0,06;0,88;-1,61;-0,47;2,49;0,18;0,32;-0,62;0,00
4.359;-0,63;0,06;0,88;-1,49;-0,41;2,50;0,18;0,32;-0,62;0,00
4.368;-0,63;0,06;0,88;-1,49;-0,41;2,50;0,09;0,23;-0,40;0,00
4.398;-0,51;0,04;0,97;-1,49;-0,41;2,50;0,09;0,23;-0,40;0,00
4.429;-0,51;0,04;0,97;0,77;-0,42;0,60;0,09;0,23;-0,40;0,00
4.43;-0,51;0,04;0,97;0,86;-0,34;0,66;0,09;0,23;-0,40;0,00
4.449;-0,51;0,04;0,97;0,86;-0,34;0,66;0,06;0,05;-0,35;0,00
4.471;-0,44;0,06;0,77;0,86;-0,34;0,66;0,06;0,05;-0,35;0,00
4.499;-0,44;0,06;0,77;0,83;-0,63;1,08;0,06;0,05;-0,35;0,00
4.5;-0,44;0,06;0,77;0,72;-0,62;0,99;0,06;0,05;-0,35;0,00
4.529;-0,44;0,06;0,77;0,72;-0,62;0,99;0,16;-0,29;-0,18;0,00
4.539;-0,44;0,14;0,58;0,72;-0,62;0,99;0,16;-0,29;-0,18;0,00
4.568;-0,44;0,14;0,58;0,72;-0,62;0,99;0,28;0,51;0,07;0,00
4.57;-0,44;0,14;0,58;1,46;-0,05;-1,43;0,28;0,51;0,07;0,00
4.608;-0,53;0,16;0,68;1,46;-0,05;-1,43;0,28;0,51;0,07;0,00
4.638;-0,53;0,16;0,68;1,42;0,30;-1,64;0,28;0,51;0,07;0,00
4.64;-0,53;0,16;0,68;1,85;0,08;-1,22;0,28;0,51;0,07;0,00
4.648;-0,53;0,16;0,68;1,85;0,08;-1,22;0,60;1,89;0,34;0,00
4.678;-0,68;0,29;0,60;1,85;0,08;-1,22;0,60;1,89;0,34;0,00
4.709;-0,68;0,29;0,60;1,08;0,49;-0,33;0,60;1,89;0,34;0,00
4.712;-0,68;0,29;0,60;1,90;0,15;0,76;0,60;1,89;0,34;0,00
4.728;-0,68;0,29;0,60;1,90;0,15;0,76;0,75;3,66;0,47;0,00
4.748;-1,02;0,25;0,51;1,90;0,15;0,76;0,75;3,66;0,47;0,00
4.768;-1,02;0,25;0,51;1,90;0,15;0,76;0,37;2,35;-0,13;0,00
4.778;-1,02;0,25;0,51;0,34;0,51;1,28;0,37;2,35;-0,13;0,00
4.78;-1,02;0,25;0,51;0,67;0,53;1,97;0,37;2,35;-0,13;0,00
4.819;-1,14;0,21;0,40;0,67;0,53;1,97;0,37;2,35;-0,13;0,00
4.85;-1,14;0,21;0,40;0,67;0,53;1,97;-0,11;-0,96;-0,89;0,00
4.854;-1,14;0,21;0,40;-1,78;0,36;1,14;-0,11;-0,96;-0,89;0,00
4.888;-0,89;-0,01;0,39;-1,78;0,36;1,14;-0,11;-0,96;-0,89;0,00
4.919;-0,89;-0,01;0,39;-1,23;-0,24;-1,20;-0,11;-0,96;-0,89;0,00
4.92;-0,89;-0,01;0,39;-1,43;0,09;-1,70;-0,11;-0,96;-0,89;0,00
4.931;-0,89;-0,01;0,39;-1,43;0,09;-1,70;-0,44;-1,32;-0,64;0,00
4.958;-1,08;-0,12;0,73;-1,43;0,09;-1,70;-0,44;-1,32;-0,64;0,00
4.968;-1,08;-0,12;0,73;-1,43;0,09;-1,70;-0,88;-0,98;0,02;0,00
4.989;-1,08;-0,12;0,73;-1,85;-1,93;0,67;-0,88;-0,98;0,02;0,00
4.989;-1,08;-0,12;0,73;-2,04;-1,72;0,27;-0,88;-0,98;0,02;0,00
5.028;-0,60;0,09;0,49;-2,04;-1,72;0,27;-0,88;-0,98;0,02;0,00
5.049;-0,60;0,09;0,49;-2,04;-1,72;0,27;-0,67;-1,53;0,44;0,00
5.058;-0,60;0,09;0,49;-0,87;-1,22;0,51;-0,67;-1,53;0,44;0,00
5.059;-0,60;0,09;0,49;-1,16;-1,27;0,14;-0,67;-1,53;0,44;0,00
5.099;-0,71;0,21;0,27;-1,16;-1,27;0,14;-0,67;-1,53;0,44;0,00
5.128;-0,71;0,21;0,27;-1,16;-1,27;0,14;-0,03;-0,05;1,03;0,00
5.13;-0,71;0,21;0,27;1,48;0,56;-2,75;-0,03;-0,05;1,03;0,00
5.168;-0,71;0,21;0,27;1,48;0,56;-2,75;-0,39;0,09;1,20;0,00
5.169;-0,80;0,09;0,20;1,48;0,56;-2,75;-0,39;0,09;1,20;0,00
5.199;-0,80;0,09;0,20;0,10;0,38;-3,97;-0,39;0,09;1,20;0,00
5.201;-0,80;0,09;0,20;0,05;0,14;-3,91;-0,39;0,09;1,20;0,00
5.238;-0,79;-0,06;0,24;0,05;0,14;-3,91;-0,39;0,09;1,20;0,00
5.249;-0,79;-0,06;0,24;0,05;0,14;-3,91;-1,18;-0,29;0,57;0,00
5.271;-0,79;-0,06;0,24;-1,11;-1,42;-4,82;-1,18;-0,29;0,57;0,00
5.272;-0,79;-0,06;0,24;-1,25;-1,08;-5,00;-1,18;-0,29;0,57;0,00
